Video ID,Approx Duration (ms),Video Audio Language,Video Category,Video Description (Original),Video Description (Original) Language,Channel ID,Video Title (Original),Video Title (Original) Language,Privacy,Video State,Video Create Timestamp,Video Publish Timestamp
ohmgatcPluE,95000,zxx,Government,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Sandia National Labs (Albuquerque) - Welcome to Sandia Booklet - Training and Orientation,en-US,Unlisted,Processed,2023-03-10T23:32:38+00:00,2023-10-10T18:53:30+00:00
aCzFSygSmbU,196000,zxx,Government,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Sandia National Labs (Albuquerque) - Employee Onboarding Benefits Booklet - Training and Orientation,en-US,Unlisted,Processed,2023-03-10T23:33:48+00:00,2023-10-10T18:53:24+00:00
bWcNSNAH2pQ,196000,zxx,Government,Second copy of the video recorded with my backdoored IPad with US (non USA) South American hardware and firmware.,en-US,UCqSYEc4R7Vp4h233TQECEIw,Sandia National Labs (Albuquerque) - Employee Onboarding Benefits Booklet - Training and Orientation,en-US,Unlisted,Processed,2023-03-10T23:35:49+00:00,2023-10-10T18:53:11+00:00
pCqiKJjO5fA,460000,zxx,Government,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Legal Docs & Records - Summary Packet - Compiled in Denver, COL",en-US,Unlisted,Processed,2023-03-10T23:37:29+00:00,2023-10-10T18:53:07+00:00
DWc2vvf1fsM,40000,zxx,News,"This conversation appears much differently (truncated, softened) than the original on my Moto Droid. Then again, CH made allusion to her GTFold library version (cf. OpenWall Tesla car video with the OSS licenses reference) and had Jeff Lagarias living in her house as my JNT article referee and someone who wanted me to put my mom's native American heritage on ancestry.com after questioning it on my postdoc applications the weekend (Saturday night before) my mom went into hospice in April 2022. Also, a link to a suicide prevention line?",en-US,UCqSYEc4R7Vp4h233TQECEIw,Slack Conversation with Christine Heitsch - Albuquerque,en-US,Unlisted,Processed,2023-03-11T03:01:12+00:00,2023-10-10T18:53:00+00:00
GrzQtyKhTc0,1772000,zxx,Science,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Teenage Mutant Ninja (US-Non-USA) iPad | 2023.03.07 - Analytics + Hidden Data - Screen Capture,en-US,Unlisted,Processed,2023-03-15T17:17:28+00:00,2023-10-10T18:52:42+00:00
cr2unkpp2Bc,851000,zxx,Government,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Tracing OpenWall History - Restricted Google Timeline - Odditites and Inconsistent Location Data,en-US,Unlisted,Processed,2023-03-18T02:19:22+00:00,2023-10-10T18:52:36+00:00
c9D2SMcfOaY,83000,zxx,Government,"This type of behavior is typical of the Archive.org servers operating on the darkweb south of the USA, North America, Earth border with Mexico. The behavior persists in instances shown in the video of a public/DARPA Internet network connection recorded in Florida, USA (not US), North America, Earth. This stance from what is usually viewed as the LONE, even ONLY (SOLE), resource to view old archived website data long since lost to time, or otherwise, redacted from the historical record by assholes with nothing but malicious intent. 

Other example of this insanity getting exploited include:

(1) The broken image (thumbnails and larger sizes) of the faculty photos for one time celebrity CS@UIUC lecturer, Jason Zych, from the old cs.uiuc.edu (cs DOT uiuc DOT edu DNS records). There was a memorable one showing more than one persona's photograph of active lecturers in rotation for the introductory CS programming sequence (CS125 and CS225) - taken around 2006 and visible on the web as late as the fall of 2007. NB, the 2002 Rose Award photo of him in a suit changed over the years as well. This is not the memorable man that hand delivered his top notch CS125 lecture notes in batches to the local UIUC TIS Bookstore printing press for students to read in print four times a semester. :( The following is a cache of the only non-broken thumbnail of that site available circa 2020 (I had to dig hard to find it too): 

https://github.com/maxieds/ThrowingSomeOldBitsIntoAHoleOnGitHub/blob/master/HiMyNameIsLuckyHiLucky/zych.jpeg (GitHub - maxieds - ThrowingSomeOldBitsIntoAHoleOnGitHub - Files listing for ""zych.jpeg"")

(2) The (in)famous hacker, Lucky225, had a photograph of himself as a teenager sitting next to an older 80's era Unix desktop. He worked on software that focused on XWindows, not telephone and phone phreaking tactics. This was Jason Zych as a teenage man (from experience), For nice guy type bragging rights, he appeared next to Kevin Mitnick in the 2600 Hacker Quarterly / Magazine editors listing in 2005. Was this his way of asking me on a date convincingly? Think about it...

(3) Cf. the incessantly malleable search results indexed by Google and a few copies I stashed online to preserve the data in the media/uploads files listed in the following release notes: 

https://github.com/maxieds/GEyesThemes/releases/tag/Codename-BackOrifice53 (GitHub - maxieds - GEyesThemes - Releases - BackOrifice53)",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Archive.org - Internet Wayback Machine - Selectively Prunes Useful, but Sensitive Data in Captures",en-US,Unlisted,Processed,2023-03-26T00:52:59+00:00,2023-10-10T18:52:17+00:00
cqelAXiafHc,117000,zxx,Government,"This type of behavior is typical of the Archive.org servers operating on the darkweb south of the USA, North America, Earth border with Mexico. The behavior persists in instances shown in the video of a public/DARPA Internet network connection recorded in Florida, USA (not US), North America, Earth. This stance from what is usually viewed as the LONE, even ONLY (SOLE), resource to view old archived website data long since lost to time, or otherwise, redacted from the historical record by assholes with nothing but malicious intent. 

Other example of this insanity getting exploited include:

(1) The broken image (thumbnails and larger sizes) of the faculty photos for one time celebrity CS@UIUC lecturer, Jason Zych, from the old cs.uiuc.edu (cs DOT uiuc DOT edu DNS records). There was a memorable one showing more than one persona's photograph of active lecturers in rotation for the introductory CS programming sequence (CS125 and CS225) - taken around 2006 and visible on the web as late as the fall of 2007. NB, the 2002 Rose Award photo of him in a suit changed over the years as well. This is not the memorable man that hand delivered his top notch CS125 lecture notes in batches to the local UIUC TIS Bookstore printing press for students to read in print four times a semester. The following is a cache of the only non-broken thumbnail of that site available circa 2020 (I had to dig hard to find it too - some men underestimate the abilities of a determined, strong willed pissed off bitch, or woman more politely from them - classic discussion with the lecturer onboard moved over time to: 'I did not say bitch.', 'No I said bitch and you repeat!', fwtw): 

https://github.com/maxieds/ThrowingSomeOldBitsIntoAHoleOnGitHub/blob/master/HiMyNameIsLuckyHiLucky/zych.jpeg (GitHub - maxieds - ThrowingSomeOldBitsIntoAHoleOnGitHub - Files listing for ""zych.jpeg"")

(2) The (in)famous hacker, Lucky225, had a photograph of himself as a teenager sitting next to an older 80's era Unix desktop. He worked on software that focused on XWindows, not telephone and phone phreaking tactics. This was Jason Zych as a teenage man (from experience), For nice guy type bragging rights, he appeared next to Kevin Mitnick in the 2600 Hacker Quarterly / Magazine editors listing in 2005. Was this his way of asking me on a date convincingly? Think about it...

(3) Cf. the incessantly malleable search results indexed by Google and a few copies I stashed online to preserve the data in the media/uploads files listed in the following release notes: 

https://github.com/maxieds/GEyesThemes/releases/tag/Codename-BackOrifice53 (GitHub - maxieds - GEyesThemes - Releases - BackOrifice53)",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Archive.org - Internet Wayback Machine - Selectively Prunes Useful, but Sensitive Data in Captures 2",en-US,Unlisted,Processed,2023-03-26T00:54:08+00:00,2023-10-10T18:50:15+00:00
8QGSor0H8jc,38000,zxx,Government,"Bad dog, stupid human! Fuck these Goddamn morons for thinking that this non-technical, nonsensical bullshit will fly. This reflects the sudoers warning from sysadmins taken up an order of magnitude of eleven. 

NB, fixing the Unix/SysV-Style default file chooser dialog for humans who like well (enough) enumerated paths and location trails of breadcrumbs back should our personal data lead us astray, suck it Zuckerberg, is not that hard - modulo shitty dated implementations of things like RecyclerView containers and scrolling behavior conveniently not yet updated to modern hardware standards under the latest (release numbered 29+) AndroidOS/SDK/APIs. It has been done in Asia using my ideas and verbose ranting about the situation. The often cited developer wrote their implementation in the Kotlin scripting language that comes along with piss-poor, substandard documentation of the form for Google's favorite Gradle-ORG build script mechanism bundled with Android Studio. A respectable attempt to roll one's own can be coded and debugged and well documented in 2-3 weeks on a painful UTI. It is totally doable quickly completing a doctoral degree in another area. What the Hell do Eric (Trump) Schmidt and company really believe they are getting away with the year after BugTraq retreated home after archiving itself to flee the galaxy with a raised finger to the world left behind in marked alien disgust?

https://github.com/maxieds/AndroidFilePickerLight (GitHub - maxieds - AndroidFilePickerLight project)

FUCK, FUCK, FUCK, FUCK these idiots. Useless, stupid, fuck-face moron!! STILL TOO SMALL TO PLAY FOOTBALL!!! G-d (e.g., computer system root) privileges are earned, minimally by meritocracy, not because your stupid, inbred cocaine addict parents neglected to beat that shit of you long ago to teach you the concept we (the rest of us, mortal humans) understand as a fundamental limitation loosely termed: 'NO!'

Why the fucking Hell is this acceptable when there have been so many generations so far aware of all this and even active participants in all this ritualistic, nonsensical game playing and bullshit just for the thrill of killing another (wo)man, or living soul? The billionaire terminology is a sick reference to spiritual cash flow. We are at war as human beings. FOAD, assholes!!!

Highlands (federal prison) in Denver, COL incidents of me screaming at men in the middle of the night boil down to the following quote. I did not contemplate the remark thoughtfully in premeditation, nor know precisely where the logic came from unto me in my head (big stressed human brain). They took pause at the utterance before forgetting the spiritual death threat on their lives. Much like reservations to physically approach me in a Tesla with my docile, sweet, good natured cat being we call Kush:

Jesus Christ! COME ON DOWN!! THE PRICE IS RIGHT!!!

[Da-da-da, queued game show theme music is inappropriate for the cinematic conclusion - Oh, no - Betty Boop has opinions - dicks will roll on her menstrual cycle thus month - Yay, yay, indeed.]

[Ask Marilyn Manson, legal name Brian Warner, how Hitler died. He proposed an under explained modification he found suitable for himself in pop-culture print magazines of the late 1990's. Recently declassified in the USA due to popular stupidity Greed.]",en-US,UCqSYEc4R7Vp4h233TQECEIw,Incompetence as a Software Engineer - Script Kiddies to Rule the World is Unacceptable - Kill Em All,en-US,Unlisted,Processed,2023-03-26T04:07:01+00:00,2023-10-10T18:50:08+00:00
KA4z9NV9FOQ,196000,zxx,Comedy,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",en-US,Unlisted,Processed,2023-03-26T08:04:38+00:00,2023-10-10T18:50:01+00:00
KIH44WOSda0,62000,zxx,Comedy,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",en-US,Unlisted,Processed,2023-03-26T08:08:30+00:00,2023-10-10T18:49:48+00:00
vL1h-Eg4TsU,49000,zxx,Comedy,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",en-US,Unlisted,Processed,2023-03-26T08:09:48+00:00,2023-10-10T18:49:43+00:00
rWpEbF1kALo,136000,zxx,People,"Mama (me) begins to tell the good neighborhood cats that come around to check on me when I need it that there is a map - Kush has the map - ask Kushy for the map - all cats get the map - we're leaving (the galaxy)?

[Fuck all these assholes and the uni-solar-system construct ... Joe Strummer's taunts at Wozniak and David Lee Roth about 'one white way down the middle if the road' before nailing 'Rock the Casbah' live at the Clash's last concert with Mick Jones in their prime]

Commander Bandit hears about this. He stares at Kush getting some sleep in the sun upstairs in my parents bedroom: 

#BanditMan ~ ""Kush? What else were you supposed to tell us when you and Maxie (Mama) got got back?""
#Kush ~ Sleepily starts to groom herself, rolls over and thinks about her recollection (free memory space) from our unintentional trip through Hell
#Kush ~ ""I need to think about it. Let me take a nap. I'll get back to you""

It is clear what I mean. Look over the video to spot things to hang these despicable assholes early and often. I will adjust the title when the thought(s) occur to me in time.",en-US,UCqSYEc4R7Vp4h233TQECEIw,TODO - PROCESSING DEEPLY IN THOUGHT - RPReplay Final1679824504,en-US,Unlisted,Processed,2023-03-26T09:59:14+00:00,2023-10-10T18:49:37+00:00
cUgP9vwhR20,260000,zxx,People,"Mama (me) begins to tell the good neighborhood cats that come around to check on me when I need it that there is a map - Kush has the map - ask Kushy for the map - all cats get the map - we're leaving (the galaxy)?

[Fuck all these assholes and the uni-solar-system construct ... Joe Strummer's taunts at Wozniak and David Lee Roth about 'one white way down the middle if the road' before nailing 'Rock the Casbah' live at the Clash's last concert with Mick Jones in their prime]

Commander Bandit hears about this. He stares at Kush getting some sleep in the sun upstairs in my parents bedroom: 

#BanditMan ~ ""Kush? What else were you supposed to tell us when you and Maxie (Mama) got got back?""
#Kush ~ Sleepily starts to groom herself, rolls over and thinks about her recollection (free memory space) from our unintentional trip through Hell
#Kush ~ ""I need to think about it. Let me take a nap. I'll get back to you""

It is clear what I mean. Look over the video to spot things to hang these despicable assholes early and often. I will adjust the title when the thought(s) occur to me in time.",en-US,UCqSYEc4R7Vp4h233TQECEIw,TODO - PROCESSING DEEPLY IN THOUGHT - RPReplay Final1679821851,en-US,Unlisted,Processed,2023-03-26T10:03:54+00:00,2023-10-10T18:49:31+00:00
YXm0pkYXB5s,13000,zxx,Comedy,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",en-US,Unlisted,Processed,2023-03-26T16:57:23+00:00,2023-10-10T18:49:20+00:00
WbTFXflBZdo,82000,zxx,Comedy,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Why bother to write this down -  Accurately conveys the attitude of terrorists - Genocide, mysogyny",en-US,Unlisted,Processed,2023-03-27T04:12:41+00:00,2023-10-10T18:49:15+00:00
yb3yaYjJVeU,35000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Sloppy rootkit signs - Not even trying to disguise illicit activities - sign of the times,en-US,Unlisted,Processed,2023-03-27T04:42:23+00:00,2023-10-10T18:48:21+00:00
GV-Lg6oBkb0,2655000,zxx,Government,"This is clearly longterm GENOCIDE: a wax museum filled with Satanic devil worshipping nazis, including first names and the shocking figure of 3B crayons (women) to 700M markers (intellectual / male liberals). Cf.,

https://github.com/maxieds/GEyesThemes/tree/master/Green-EyedGirl (Github - maxieds - GEyesThemes - Green Eyed Girl file set),

and all the witch and broom flying references around my house growing up (SJSS is an angel in disguise)... If the wife is G-d, then must that surely make me? Gets abbreviated to pissed off distant stare on the porch with the notification 'the wife is god'. Acting lesson (I recall): [Thai] Hooker-rrrr-s [Erm, clarifies, girlfriends]? You pay women a salary to have sex with you on Earth? I hadn't heard about that yet.

This situation is nothing more complicated than biblical good versus evil predictions. G-d will do it... 

WWGD ? BOOM-ASSHOLE (Father Don in 'Nam) : What Would G-d Do;

Kill Hitler. FUCK these MEN!!!",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Why encode this -  Accurately conveys attitude - Genocide, mysogyny - FULL - ME struggling on GHB",en-US,Unlisted,Processed,2023-03-27T04:43:22+00:00,2023-10-10T18:49:03+00:00
 -iIdTTlQ6Tk,181000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Better video to my ranting without this on another YouTube community - censored there - Fuck Trump,en-US,Unlisted,Processed,2023-03-28T18:41:47+00:00,2023-10-10T18:48:54+00:00
U6wAUetq41A,158000,zxx,News,"What is with the San Francisco Bay area (airport code SFI in the USA, North America, Earth realm of airports)? Steve Jobs at Brass Ring? Another death threat at me from these morons? The notion of writing me off the psycho babbling loonies list in such a bullshit way, much like kidney deterioration due to fat build up (for slaughter) that turns your insides against yourself, or cancer of one's intestinal fatty reserves (pancreas) which makes no sense as to why these idiots are still around getting up their nerve, is ludicrous, insane to believe mindless nonsense that needs to end here! A short time after a relative in my family that survived the Holocaust was murdered in a useless way, and 2012 as an end of the Mayan calendar when useless, stupid evil assholes are the most actively feeding on the living, this came for me and my immediate family. FUCK YOU FOR THE ALL THE STUPIDITY, AND NONSENSE AND THE BULLSHIT TOLL ADDING UP TO A COLLECTION OF OUR TAB OVER THE YEARS... Capiche, cupcakes?

Bono and and the BritPop invasion's publicized royal incompetence, ignorance about the fate of 'safari' adventures and the sick realities of cancer and HIV (really sick radiation exposure cooking humans suffering alive with kiln hardening injections in nuclear holocaust epochs) are disturbing:

This is a favored highlight memory of U2's tour through Hell killing the Jews, the xxx, with the burning Tesla pyres I saw down in Casper WY. Can we expedite this grueling bullshit stopping now? Kill these assholes and the biggest players responsible for international human traffick to save innocent suffering lives?

https://youtu.be/EM4vblG6BVQ

There is a lot more to point out. ALLmedia to remain perpetually free access in the public domain soon enough. 

Hitler came inside last night in cockroach form. Ran away in Atlanta, drove off speeding away scared shitless by the one Nazi Killer reference in ABQ. KILL HITLER. NO FUSS.",en-US,UCqSYEc4R7Vp4h233TQECEIw,Better video to my ranting without this on another YouTube community - censored there - Fuck Trump,en-US,Unlisted,Processed,2023-03-28T18:43:20+00:00,2023-10-10T18:48:47+00:00
AzXzxWmclUU,1145000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,YouTube Community Experience on Hacked DarkWeb iPad Purchased while Trapped in Some Safari Game,en-US,Unlisted,Processed,2023-03-28T18:44:09+00:00,2023-10-10T18:48:05+00:00
ePHps6ix86g,1482000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - EngineerMode hidden app - second version with different configuration settings,en-US,Public,Processed,2023-10-16T16:00:52+00:00,2023-10-16T16:35:01+00:00
eelx1kl1MPs,263000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - QR code location based Bluetooth/BLE example,en-US,Unlisted,Processed,2023-10-16T16:01:53+00:00,2023-10-16T16:36:04+00:00
LA1b83H9RY8,3430000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - ValidationTools hidden app - Tests and demo features,en-US,Unlisted,Processed,2023-10-16T16:01:58+00:00,2023-10-16T16:38:45+00:00
k1s-CW4aM7Y,718000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - Preinstalled system and user apps overview with the default Settings app,en-US,Unlisted,Processed,2023-10-16T16:02:54+00:00,2023-10-16T16:45:28+00:00
MRKLXrbw_UQ,1037000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - Preinstalled system certificate data,en-US,Unlisted,Processed,2023-10-16T16:03:17+00:00,2023-10-16T16:43:19+00:00
oNl1XLG9-sc,952000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - SGPS hidden app - Satellite configuration and connection controls installed by default,en-US,Unlisted,Processed,2023-10-16T16:03:53+00:00,2023-10-16T16:37:36+00:00
gwxfJ1nirnI,96000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - MobileServices hidden app,en-US,Unlisted,Processed,2023-10-16T16:04:17+00:00,2023-10-16T16:44:17+00:00
2FwRucWG81c,137000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - Hidden YLog app,en-US,Public,Processed,2023-10-16T16:04:22+00:00,2023-10-16T16:32:29+00:00
Q_QdVfYnLmI,358000,zxx,People,Check out the lists and associated countries of the operators in the video. There are a few places where the list is recorded with some subtle differences. Where else (aside from USA) is this type of software running in the default install of the new Android Go systems running? Can we use this data to F-up the terrorists abroad? Not my area...,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - Unusual database listings for (GSM) mobile carrier configuration,en-US,Unlisted,Processed,2023-10-16T16:04:26+00:00,2023-10-16T16:42:07+00:00
fc0i4g1VGwo,1637000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android Go - EngineerMode hidden app,en-US,Public,Processed,2023-10-16T16:04:39+00:00,2023-10-16T16:33:32+00:00
